chembl_id,ic50_value,units,pchembl_value,target_chembl_id,target_name,assay_chembl_id,activity_comment
CHEMBL1824830,2940,nM,5.53,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824831,2870,nM,5.54,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1824832,86,nM,7.07,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL1825444,
CHEMBL1914471,2,nM,8.7,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915438,1,nM,9,CHEMBL2147,Serine/threonine-protein kinase PIM1,CHEMBL1919423,
CHEMBL1915442,3,nM,8.52,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915448,2,nM,8.7,CHEMBL2147,Serine/threonine-protein kinase PIM1,CHEMBL1919015,
CHEMBL1915449,2,nM,8.7,CHEMBL2147,Serine/threonine-protein kinase PIM1,CHEMBL1919015,
CHEMBL1915633,1,nM,9,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915636,1,nM,9,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915641,4,nM,8.4,CHEMBL2147,Serine/threonine-protein kinase PIM1,CHEMBL1919015,
CHEMBL1915644,1,nM,9,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915645,5,nM,8.3,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915646,2,nM,8.7,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915647,2,nM,8.7,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915648,5,nM,8.3,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915650,4,nM,8.4,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL1915651,4,nM,8.4,CHEMBL4523,Serine/threonine-protein kinase PIM2,CHEMBL1919014,
CHEMBL192571,360,nM,6.44,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL194009,100000,nM,4,CHEMBL260,MAP kinase p38 alpha,CHEMBL1067575,
CHEMBL1940668,39780,nM,4.4,CHEMBL614628,Raji,CHEMBL1943456,
CHEMBL1940669,32190,nM,4.49,CHEMBL614628,Raji,CHEMBL1943456,
CHEMBL1940670,39400,nM,4.41,CHEMBL614628,Raji,CHEMBL1943456,
CHEMBL1940671,38580,nM,4.41,CHEMBL614628,Raji,CHEMBL1943456,
CHEMBL1940678,10530,nM,4.98,CHEMBL394,HCT-116,CHEMBL1943223,
CHEMBL1940679,14620,nM,4.83,CHEMBL394,HCT-116,CHEMBL1943223,
CHEMBL2030270,3000,nM,5.52,CHEMBL612545,Unchecked,CHEMBL2034200,
CHEMBL2030844,640,nM,6.19,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030846,30,nM,7.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030847,11,nM,7.96,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030848,48,nM,7.32,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030849,140,nM,6.85,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2030850,55,nM,7.26,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030851,30,nM,7.52,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405342
CHEMBL2030852,20,nM,7.7,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405250
CHEMBL2030853,7.83,nM,8.11,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405251
CHEMBL2030854,26,nM,7.58,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030855,7,nM,8.15,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2030856,6,nM,8.22,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030857,7,nM,8.15,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030858,15,nM,7.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030859,8,nM,8.1,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030860,7,nM,8.15,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030862,140,nM,6.85,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030863,65,nM,7.19,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2030864,6,nM,8.22,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2030865,500,nM,6.3,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2030866,120,nM,6.92,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031001,140,nM,6.85,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031002,120,nM,6.92,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031003,160,nM,6.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2031004,130,nM,6.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033943,
CHEMBL2031005,160,nM,6.8,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031006,110,nM,6.96,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031007,150,nM,6.82,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033942,
CHEMBL2031008,5.09,nM,8.29,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405268
CHEMBL2031009,8.78,nM,8.06,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405267
CHEMBL2031010,35,nM,7.46,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031011,910,nM,6.04,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031012,20,nM,7.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405269
CHEMBL2031013,150,nM,6.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031014,40,nM,7.4,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405278
CHEMBL2031015,54,nM,7.27,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031016,15,nM,7.82,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031017,35,nM,7.46,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031018,37,nM,7.43,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031019,23,nM,7.64,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031020,280,nM,6.55,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031021,10,nM,8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405291
CHEMBL2031022,16,nM,7.8,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031023,590,nM,6.23,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031024,6.27,nM,8.2,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405302
CHEMBL2031025,20,nM,7.7,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405215
CHEMBL2031026,9.01,nM,8.04,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405311
CHEMBL2031027,8.41,nM,8.07,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL3888503,405210
CHEMBL2031028,22,nM,7.66,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031029,14,nM,7.85,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL2031030,19,nM,7.72,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2033954,
CHEMBL2031031,60,nM,7.22,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3888504,405305
CHEMBL2031032,26,nM,7.58,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2033953,
CHEMBL205750,8090,nM,5.09,CHEMBL4677,Apoptosis regulator Bcl-W,CHEMBL866580,
CHEMBL2063882,6.1,nM,8.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2066620,
CHEMBL2063883,1.3,nM,8.89,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063884,1.4,nM,8.85,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063885,1.9,nM,8.72,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063886,6.6,nM,8.18,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063887,44.1,nM,7.36,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2066620,
CHEMBL2063888,7.6,nM,8.12,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2066620,
CHEMBL2063889,85.3,nM,7.07,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063891,7500,nM,5.12,CHEMBL2366149,NCI-H1417,CHEMBL2066623,
CHEMBL2063892,0.6,nM,9.22,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063893,5.3,nM,8.28,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063894,34.4,nM,7.46,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2066620,
CHEMBL2063895,12.6,nM,7.9,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2066620,
CHEMBL2063896,1.7,nM,8.77,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL2063897,4.1,nM,8.39,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2066619,
CHEMBL214839,7000,nM,5.16,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL909448,
CHEMBL214965,5000,nM,5.3,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL909448,
CHEMBL2159734,5,nM,8.3,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2162633,
CHEMBL2159735,2,nM,8.7,CHEMBL612545,Unchecked,CHEMBL2162632,
CHEMBL2159736,5,nM,8.3,CHEMBL612545,Unchecked,CHEMBL2162632,
CHEMBL2159737,1.3,nM,8.89,CHEMBL612545,Unchecked,CHEMBL2162632,
CHEMBL2159738,11,nM,7.96,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2162633,
CHEMBL2159739,2,nM,8.7,CHEMBL612545,Unchecked,CHEMBL2162632,
CHEMBL2159740,1.4,nM,8.85,CHEMBL612545,Unchecked,CHEMBL2162632,
CHEMBL2159741,7.7,nM,8.11,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2162633,
CHEMBL2169898,802,nM,6.1,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170835,7,nM,8.15,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170836,18.6,nM,7.73,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170837,5.4,nM,8.27,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170838,3.9,nM,8.41,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170839,8.2,nM,8.09,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170840,6.3,nM,8.2,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170841,1052,nM,5.98,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170842,136,nM,6.87,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170843,1920,nM,5.72,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170844,828,nM,6.08,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170845,844,nM,6.07,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170846,5.1,nM,8.29,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170847,10.8,nM,7.97,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170848,7.5,nM,8.12,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170849,8.3,nM,8.08,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170850,12.1,nM,7.92,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2170851,7.7,nM,8.11,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170852,117,nM,6.93,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2170853,2200,nM,5.66,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171003,977,nM,6.01,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171004,660,nM,6.18,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171005,255,nM,6.59,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171006,582,nM,6.24,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171007,689,nM,6.16,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171008,621,nM,6.21,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171009,744,nM,6.13,CHEMBL612545,Unchecked,CHEMBL2173960,
CHEMBL2171010,763,nM,6.12,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL2171011,1624,nM,5.79,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2173962,
CHEMBL217223,1600,nM,5.8,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL909445,
CHEMBL217354,2.602,nM,8.59,CHEMBL614587,JAR,CHEMBL2363319,
CHEMBL2180320,3250,nM,5.49,CHEMBL385,K562,CHEMBL2188681,
CHEMBL218408,140,nM,6.85,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL219775,6600,nM,5.18,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL918623,
CHEMBL220055,38200,nM,4.42,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL918623,
CHEMBL221218,440,nM,6.36,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221295,160,nM,6.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221708,700,nM,6.16,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221750,81,nM,7.09,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221805,83,nM,7.08,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221854,85,nM,7.07,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL221856,370,nM,6.43,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL222069,1300,nM,5.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL226578,110,nM,6.96,CHEMBL400,MDA-MB-231,CHEMBL888456,
CHEMBL226678,30000,nM,4.52,CHEMBL400,MDA-MB-231,CHEMBL888456,
CHEMBL2312467,2100,nM,5.68,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2318341,
CHEMBL2312468,2200,nM,5.66,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2318341,
CHEMBL2325757,5,nM,8.3,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325758,6.1,nM,8.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325759,3.7,nM,8.43,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325760,3.8,nM,8.42,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325761,8.2,nM,8.09,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325762,16,nM,7.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325763,1.8,nM,8.74,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325764,1,nM,9,CHEMBL2366075,NCI-H1963,CHEMBL2330003,
CHEMBL2325765,5.6,nM,8.25,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325766,0.9,nM,9.05,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325767,12,nM,7.92,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325768,13,nM,7.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325769,4.5,nM,8.35,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325770,1.1,nM,8.96,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325771,1.5,nM,8.82,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2325772,18,nM,7.75,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325773,32,nM,7.5,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2325774,15,nM,7.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2326037,26,nM,7.58,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2326038,22,nM,7.66,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2326039,3.8,nM,8.42,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2326040,14,nM,7.85,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2329999,
CHEMBL2326041,7.5,nM,8.12,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL2330000,
CHEMBL2333148,380,nM,6.42,CHEMBL614997,NCI-H23,CHEMBL2345538,
CHEMBL2398170,750,nM,6.12,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399237,
CHEMBL2398172,130,nM,6.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398173,20,nM,7.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399237,
CHEMBL2398249,49,nM,7.31,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398250,10,nM,8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398251,260,nM,6.58,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398252,17,nM,7.77,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398253,55,nM,7.26,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398254,14,nM,7.85,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398256,100,nM,7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398257,47,nM,7.33,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398258,51,nM,7.29,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398259,78,nM,7.11,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398260,13,nM,7.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399237,
CHEMBL2398261,60,nM,7.22,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398262,77,nM,7.11,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399237,
CHEMBL2398263,41,nM,7.39,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399237,
CHEMBL2398264,2000,nM,5.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398265,1500,nM,5.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398267,6700,nM,5.17,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398272,4000,nM,5.4,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398273,17000,nM,4.77,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398274,9300,nM,5.03,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398276,15000,nM,4.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398277,5200,nM,5.28,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398282,1600,nM,5.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398283,1100,nM,5.96,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398285,1300,nM,5.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398286,120,nM,6.92,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398287,8100,nM,5.09,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398288,3800,nM,5.42,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398289,150,nM,6.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398290,6800,nM,5.17,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399242,
CHEMBL2398291,10000,nM,5,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398292,2200,nM,5.66,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398294,6300,nM,5.2,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398295,76000,nM,4.12,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398296,1700,nM,5.77,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL2398297,2700,nM,5.57,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL2399239,
CHEMBL243190,11700,nM,4.93,CHEMBL379,Hepatitis C virus,CHEMBL2388192,
CHEMBL2442249,310,nM,6.51,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL2445382,
CHEMBL259033,2600,nM,5.58,CHEMBL4860,Apoptosis regulator Bcl-2,CHEMBL932183,
CHEMBL259034,290,nM,6.54,CHEMBL400,MDA-MB-231,CHEMBL948876,
CHEMBL266944,9.1,nM,8.04,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909601,
CHEMBL268908,75,nM,7.12,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL909612,
CHEMBL269836,30700,nM,4.51,CHEMBL400,MDA-MB-231,CHEMBL948876,
CHEMBL270268,3060,nM,5.51,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL932184,
CHEMBL3125476,13000,nM,4.89,CHEMBL612545,Unchecked,CHEMBL3131103,
CHEMBL3126113,540,nM,6.27,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3132073,
CHEMBL3126114,22000,nM,4.66,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3126115,8000,nM,5.1,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3126116,150,nM,6.82,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3126117,26000,nM,4.58,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3126119,4.4,nM,8.36,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3126120,3.7,nM,8.43,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3132072,
CHEMBL3265294,2030,nM,5.69,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3266887,
CHEMBL3265295,2310,nM,5.64,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3266887,
CHEMBL3265296,9900,nM,5,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3266887,
CHEMBL3265297,170,nM,6.77,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3820005,
CHEMBL3265299,180,nM,6.75,CHEMBL4361,Induced myeloid leukemia cell differentiation protein Mcl-1,CHEMBL3380328,
CHEMBL3287282,20,nM,7.7,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287283,13,nM,7.89,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287285,1000,nM,6,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287286,9200,nM,5.04,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287287,9600,nM,5.02,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287288,720,nM,6.14,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287289,5300,nM,5.28,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287290,5100,nM,5.29,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287292,270,nM,6.57,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287293,91,nM,7.04,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287294,610,nM,6.21,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287295,32,nM,7.5,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287296,16,nM,7.8,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287297,43,nM,7.37,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287298,90,nM,7.05,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287299,4,nM,8.4,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287300,86,nM,7.07,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
CHEMBL3287301,1,nM,9,CHEMBL4625,Apoptosis regulator Bcl-X,CHEMBL3291801,
